Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index
Moltres,Fire,90,100,90,90,370,Amoonguss,Grass,114,85,70,30,99,1,9437
Dratini,Dragon,41,64,45,50,200,Appletun,Grass,110,85,80,30,177,1,9438
Dragonair,Dragon,61,84,65,70,280,Applin,Grass,40,40,80,20,12,1,9439
Dragonite,Dragon,91,134,95,80,400,Bayleef,Grass,60,62,80,60,128,1,9440
Mewtwo,Psychic,106,110,90,130,436,Bellossom,Grass,75,80,95,50,190,1,9441
Mega Mewtwo X,Psychic,106,190,100,130,526,Bellsprout,Grass,50,75,35,40,-180,1,9442
Mega Mewtwo Y,Psychic,106,150,70,140,466,Bounsweet,Grass,42,30,38,32,-8,1,9443
Mew,Psychic,100,100,100,100,400,Breloom,Grass,60,130,80,70,140,1,9444
Chikorita,Grass,45,49,65,45,204,Budew,Grass,40,30,35,55,147.75,1,9445
Bayleef,Grass,60,62,80,60,262,Bulbasaur,Grass,45,49,49,45,172.5,1,9446
Meganium,Grass,80,82,100,80,342,Cacnea,Grass,50,85,40,35,169,1,9447
Cyndaquil,Fire,39,52,43,65,199,Cacturne,Grass,70,115,60,55,196,1,9448
Quilava,Fire,58,64,58,80,260,Carnivine,Grass,74,100,72,46,164,1,9449
Typhlosion,Fire,78,84,78,100,340,Cherrim,Grass,70,60,70,85,117,1,9450
Totodile,Water,50,65,64,43,222,Cherubi,Grass,45,35,45,35,127.5,1,9451
Croconaw,Water,65,80,80,58,283,Chesnaught,Grass,88,107,122,64,341,0,9452
Feraligatr,Water,85,105,100,78,368,Chespin,Grass,56,61,65,38,167.5,1,9453
Sentret,Normal,35,46,34,20,135,Chikorita,Grass,45,49,65,45,158,0,9454
Furret,Normal,85,76,64,90,315,Cottonee,Grass,40,27,60,66,117,1,9455
Hoothoot,Normal,60,30,30,50,170,Dartrix,Grass,78,75,75,52,250,0,9456
Noctowl,Normal,100,50,50,70,270,Decidueye,Grass,78,107,75,70,330,0,9457
Ledyba,Bug,40,20,30,55,145,Eldegoss,Grass,60,50,90,60,220,0,9458
Ledian,Bug,55,35,50,85,225,Exeggcute,Grass,60,40,80,40,80,1,9459
Spinarak,Bug,40,60,40,30,170,Exeggutor,Grass,95,95,85,55,90,1,9460
Ariados,Bug,70,90,70,40,270,Ferroseed,Grass,44,50,91,10,105,1,9461
Crobat,Poison,85,90,80,130,385,Ferrothorn,Grass,74,94,131,20,319,1,9462
Chinchou,Water,75,38,38,67,218,Flapple,Grass,70,110,80,70,320.5,0,9463
Lanturn,Water,125,58,58,67,308,Fomantis,Grass,40,55,35,35,136,1,9464
Pichu,Electric,20,40,15,60,135,Foongus,Grass,69,55,45,15,164,0,9465
Cleffa,Fairy,50,25,28,15,118,Gloom,Grass,60,65,70,40,222.5,0,9466
Igglybuff,Normal,90,30,15,15,150,Gogoat,Grass,123,100,62,68,323,0,9467
Togepi,Fairy,35,20,65,20,140,Gossifleur,Grass,40,40,60,10,130,1,9468
Togetic,Fairy,55,40,85,40,220,Grookey,Grass,50,65,50,65,190,1,9469
Natu,Psychic,40,50,45,70,205,Grotle,Grass,75,89,85,36,235,0,9470
Xatu,Psychic,65,75,70,95,305,Grovyle,Grass,50,65,45,95,180,1,9471
Mareep,Electric,55,40,40,35,170,Hoppip,Grass,35,35,40,50,120,1,9472
Flaaffy,Electric,70,55,55,45,225,Ivysaur,Grass,60,62,63,60,217.5,1,9473
Ampharos,Electric,90,75,85,55,305,Jumpluff,Grass,75,55,70,110,235,1,9474
Mega Ampharos,Electric,90,95,105,45,335,Kartana,Grass,59,181,131,109,432.5,0,9475
Bellossom,Grass,75,80,95,50,300,Leafeon,Grass,65,110,130,95,360,0,9476
Marill,Water,70,20,50,40,180,Lilligant,Grass,70,60,75,90,285,0,9477
Azumarill,Water,100,50,80,50,280,Lurantis,Grass,70,105,90,45,285,0,9478
Sudowoodo,Rock,70,100,115,30,315,Maractus,Grass,75,86,67,60,188,1,9479
Politoed,Water,90,75,75,70,310,Mega Abomasnow,Grass,90,132,105,30,319.5,0,9480
Hoppip,Grass,35,35,40,50,160,Mega Sceptile,Grass,70,110,75,145,391.25,0,9481
Skiploom,Grass,55,45,50,80,230,Mega Venusaur,Grass,80,100,123,80,371.75,0,9482
Jumpluff,Grass,75,55,70,110,310,Meganium,Grass,80,82,100,80,314.5,0,9483
Aipom,Normal,55,70,55,85,265,Morelull,Grass,40,35,55,15,75,1,9484
Sunkern,Grass,30,30,30,30,120,Nuzleaf,Grass,70,70,40,60,225,0,9485
Sunflora,Grass,75,75,55,30,235,Oddish,Grass,45,50,55,30,161.25,1,9486
Yanma,Bug,65,65,45,95,270,Pansage,Grass,50,53,48,64,85,1,9487
Wooper,Water,55,45,45,15,160,Petilil,Grass,45,35,50,30,137.5,1,9488
Quagsire,Water,95,85,85,35,300,Quilladin,Grass,61,78,95,57,248.5,1,9489
Espeon,Psychic,65,65,60,110,300,Rillaboom,Grass,100,125,90,85,335,0,9490
Umbreon,Dark,95,65,110,65,335,Roselia,Grass,50,60,45,65,155,1,9491
Murkrow,Dark,60,85,42,91,278,Roserade,Grass,60,70,65,90,200,1,9492
Slowking,Water,95,75,80,30,280,Rowlet,Grass,68,55,55,42,182.5,1,9493
Misdreavus,Ghost,60,60,60,85,265,Sceptile,Grass,70,85,65,120,280,0,9494
Unown,Psychic,48,72,48,48,216,Seedot,Grass,40,40,50,30,88,1,9495
Wobbuffet,Psychic,190,33,58,33,314,Serperior,Grass,75,75,95,113,325,0,9496
Girafarig,Normal,70,80,65,85,300,Servine,Grass,60,60,75,83,198,1,9497
Pineco,Bug,50,65,90,15,220,Shaymin Land Forme,Grass,100,100,100,100,270,0,9498
Forretress,Bug,75,90,140,40,345,Shaymin Sky Forme,Grass,100,103,75,127,315,1,9499
Dunsparce,Normal,100,70,70,45,285,Shiftry,Grass,90,100,60,80,260,1,9500
Gligar,Ground,65,75,105,85,330,Shiinotic,Grass,60,45,80,30,177.5,1,9501
Steelix,Steel,75,85,200,30,390,Shroomish,Grass,60,40,60,35,110,1,9502
Mega Steelix,Steel,75,125,230,30,460,Simisage,Grass,75,98,63,101,212,1,9503
Snubbull,Fairy,60,80,50,30,220,Skiddo,Grass,66,65,48,52,151,1,9504
Granbull,Fairy,90,120,75,45,330,Skiploom,Grass,55,45,50,80,110,1,9505
Qwilfish,Water,65,95,85,85,330,Snivy,Grass,45,45,55,63,160.5,1,9506
Scizor,Bug,70,130,100,65,365,Snover,Grass,60,62,50,40,-48,1,9507
Mega Scizor,Bug,70,150,140,75,435,Steenee,Grass,52,40,48,62,-98,1,9508
Shuckle,Bug,20,10,230,5,265,Sunflora,Grass,75,75,55,30,215,1,9509
Heracross,Bug,80,125,75,85,365,Sunkern,Grass,30,30,30,30,-130,1,9510
Mega Heracross,Bug,80,185,115,75,455,Tangela,Grass,65,55,115,60,-75,1,9511
Sneasel,Dark,55,95,55,115,320,Tangrowth,Grass,100,100,125,50,280,1,9512
Teddiursa,Normal,60,80,50,40,230,Tapu Bulu,Grass,70,130,115,75,310,0,9513
Ursaring,Normal,90,130,75,55,350,Thwackey,Grass,70,85,70,80,175,1,9514
Slugma,Fire,40,40,40,20,140,Torterra,Grass,95,109,105,56,285,0,9515
Magcargo,Fire,60,50,120,30,260,Treecko,Grass,40,45,35,70,90,1,9516
Swinub,Ice,50,50,40,50,190,Tropius,Grass,99,68,83,51,101,1,9517
Piloswine,Ice,100,100,80,50,330,Tsareena,Grass,72,120,98,72,162,1,9518
Corsola,Water,65,55,95,35,250,Turtwig,Grass,55,68,64,31,190.5,1,9519
Galarian Corsola,Ghost,60,55,100,30,245,Venusaur,Grass,80,82,83,80,270,0,9520
Remoraid,Water,35,65,35,65,200,Victreebel,Grass,80,105,65,70,287.5,0,9521
Octillery,Water,75,105,75,45,300,Vileplume,Grass,75,80,85,50,237.5,1,9522
Delibird,Ice,45,55,45,75,220,Virizion,Grass,91,90,72,108,251,0,9523
Mantine,Water,85,40,70,70,265,Weepinbell,Grass,65,90,50,55,240,1,9524
Skarmory,Steel,65,80,140,70,355,Whimsicott,Grass,60,67,85,116,168,1,9525
Houndour,Dark,45,60,30,65,200,Abomasnow,Grass,90,92,75,60,257,0,9526
Houndoom,Dark,75,90,50,95,310,Alolan Exeggutor,Grass,95,105,85,45,240,1,9527
Mega Houndoom,Dark,75,90,90,115,370,Amoonguss,Grass,114,85,70,30,209,1,9528
Kingdra,Water,75,95,95,85,350,Appletun,Grass,110,85,80,30,281.25,1,9529
Phanpy,Ground,90,60,60,40,250,Applin,Grass,40,40,80,20,150,1,9530
Donphan,Ground,90,120,120,50,380,Bayleef,Grass,60,62,80,60,202,1,9531
Porygon2,Normal,85,80,90,60,315,Bellossom,Grass,75,80,95,50,220,1,9532
Stantler,Normal,73,95,62,85,315,Bellsprout,Grass,50,75,35,40,105,1,9533
Smeargle,Normal,55,20,35,75,185,Bounsweet,Grass,42,30,38,32,122,1,9534
Tyrogue,Fighting,35,35,35,35,140,Breloom,Grass,60,130,80,70,270,0,9535
Hitmontop,Fighting,50,95,95,70,310,Budew,Grass,40,30,35,55,112.5,1,9536
Smoochum,Ice,45,30,15,65,155,Bulbasaur,Grass,45,49,49,45,128,1,9537
Elekid,Electric,45,63,37,95,240,Cacnea,Grass,50,85,40,35,178.5,1,9538
Magby,Fire,45,75,37,83,240,Cacturne,Grass,70,115,60,55,150,1,9539
Miltank,Normal,95,80,105,100,380,Carnivine,Grass,74,100,72,46,212,1,9540
Blissey,Normal,255,10,10,55,330,Cherrim,Grass,70,60,70,85,275,1,9541
Raikou,Electric,90,85,75,115,365,Cherubi,Grass,45,35,45,35,117.5,1,9542
Entei,Fire,115,115,85,100,415,Chesnaught,Grass,88,107,122,64,151,1,9543
Suicune,Water,100,75,115,85,375,Chespin,Grass,56,61,65,38,182.5,1,9544
Larvitar,Rock,50,64,50,41,205,Chikorita,Grass,45,49,65,45,140,1,9545
Pupitar,Rock,70,84,70,51,275,Cottonee,Grass,40,27,60,66,109,1,9546
Tyranitar,Rock,100,134,110,61,405,Dartrix,Grass,78,75,75,52,12,1,9547
Mega Tyranitar,Rock,100,164,150,71,485,Decidueye,Grass,78,107,75,70,166,1,9548
Lugia,Psychic,106,90,130,110,436,Eldegoss,Grass,60,50,90,60,170,1,9549
Ho-oh,Fire,106,130,90,90,416,Exeggcute,Grass,60,40,80,40,-40,1,9550
Celebi,Psychic,100,100,100,100,400,Exeggutor,Grass,95,95,85,55,280,1,9551
Treecko,Grass,40,45,35,70,190,Ferroseed,Grass,44,50,91,10,183.75,1,9552
Grovyle,Grass,50,65,45,95,255,Ferrothorn,Grass,74,94,131,20,302.75,0,9553
Sceptile,Grass,70,85,65,120,340,Flapple,Grass,70,110,80,70,308.75,1,9554
Mega Sceptile,Grass,70,110,75,145,400,Fomantis,Grass,40,55,35,35,110,1,9555
Torchic,Fire,45,60,40,45,190,Foongus,Grass,69,55,45,15,64,1,9556
Combusken,Fire,60,85,60,55,260,Gloom,Grass,60,65,70,40,65,1,9557
Blaziken,Fire,80,120,70,80,350,Gogoat,Grass,123,100,62,68,113,1,9558
Mega Blaziken,Fire,80,160,80,100,420,Gossifleur,Grass,40,40,60,10,-170,1,9559
Mudkip,Water,50,70,50,40,210,Grookey,Grass,50,65,50,65,195,1,9560
Marshtomp,Water,70,85,70,50,275,Grotle,Grass,75,89,85,36,242.5,1,9561
Swampert,Water,100,110,90,60,360,Grovyle,Grass,50,65,45,95,200,1,9562
Mega Swampert,Water,100,150,110,70,430,Hoppip,Grass,35,35,40,50,85,1,9563
Poochyena,Dark,35,55,35,35,160,Ivysaur,Grass,60,62,63,60,190,0,9564
Mightyena,Dark,70,90,70,70,300,Jumpluff,Grass,75,55,70,110,220,1,9565
Zigzagoon,Normal,38,30,41,60,169,Kartana,Grass,59,181,131,109,465,0,9566
Galarian Zigzagoon,Dark,38,30,41,60,169,Leafeon,Grass,65,110,130,95,370,0,9567
Linoone,Normal,78,70,61,100,309,Lilligant,Grass,70,60,75,90,225,1,9568
Galarian Linoone,Dark,78,70,61,100,309,Lurantis,Grass,70,105,90,45,240,1,9569
Wurmple,Bug,45,45,35,20,145,Maractus,Grass,75,86,67,60,198,0,9570
Silcoon,Bug,50,35,55,15,155,Mega Abomasnow,Grass,90,132,105,30,287,0,9571
Beautifly,Bug,60,70,50,65,245,Mega Sceptile,Grass,70,110,75,145,260,0,9572
Cascoon,Bug,50,35,55,15,155,Mega Venusaur,Grass,80,100,123,80,348,0,9573
Dustox,Bug,60,50,70,65,245,Meganium,Grass,80,82,100,80,242,1,9574
Lotad,Water,40,30,30,30,130,Morelull,Grass,40,35,55,15,130,0,9575
Lombre,Water,60,50,50,50,210,Nuzleaf,Grass,70,70,40,60,215,0,9576
Ludicolo,Water,80,70,70,70,290,Oddish,Grass,45,50,55,30,145,1,9577
Seedot,Grass,40,40,50,30,160,Pansage,Grass,50,53,48,64,195,0,9578
Nuzleaf,Grass,70,70,40,60,240,Petilil,Grass,45,35,50,30,125,1,9579
Shiftry,Grass,90,100,60,80,330,Quilladin,Grass,61,78,95,57,241,1,9580
Taillow,Normal,40,55,30,85,210,Rillaboom,Grass,100,125,90,85,345,0,9581
Swellow,Normal,60,85,60,125,330,Roselia,Grass,50,60,45,65,135,1,9582
Wingull,Water,40,30,30,85,185,Roserade,Grass,60,70,65,90,270,0,9583
Pelipper,Water,60,50,100,65,275,Rowlet,Grass,68,55,55,42,195,1,9584
Ralts,Psychic,28,25,25,40,118,Sceptile,Grass,70,85,65,120,315,0,9585
Kirlia,Psychic,38,35,35,50,158,Seedot,Grass,40,40,50,30,125,1,9586
Gardevoir,Psychic,68,65,65,80,278,Serperior,Grass,75,75,95,113,293,0,9587
Mega Gardevoir,Psychic,68,85,65,100,318,Servine,Grass,60,60,75,83,193,1,9588
Surskit,Bug,40,30,32,65,167,Shaymin Land Forme,Grass,100,100,100,100,340,0,9589
Masquerain,Bug,70,60,62,80,272,Shaymin Sky Forme,Grass,100,103,75,127,345,0,9590
Shroomish,Grass,60,40,60,35,195,Shiftry,Grass,90,100,60,80,310,0,9591
Breloom,Grass,60,130,80,70,340,Shiinotic,Grass,60,45,80,30,150,1,9592
Slakoth,Normal,60,60,60,30,210,Shroomish,Grass,60,40,60,35,135,1,9593
Vigoroth,Normal,80,80,80,90,330,Simisage,Grass,75,98,63,101,257,1,9594
Slaking,Normal,150,160,100,100,510,Skiddo,Grass,66,65,48,52,71,1,9595
Nincada,Bug,31,45,90,40,206,Skiploom,Grass,55,45,50,80,185,1,9596
Ninjask,Bug,61,90,45,160,356,Snivy,Grass,45,45,55,63,28,1,9597
Shedinja,Bug,1,90,45,40,176,Snover,Grass,60,62,50,40,32,1,9598
Whismur,Normal,64,51,23,28,166,Steenee,Grass,52,40,48,62,151,1,9599
Loudred,Normal,84,71,43,48,246,Sunflora,Grass,75,75,55,30,164,1,9600
Exploud,Normal,104,91,63,68,326,Sunkern,Grass,30,30,30,30,29,1,9601
Makuhita,Fighting,72,60,30,25,187,Tangela,Grass,65,55,115,60,235,0,9602
Hariyama,Fighting,144,120,60,50,374,Tangrowth,Grass,100,100,125,50,255,1,9603
Azurill,Normal,50,20,40,20,130,Tapu Bulu,Grass,70,130,115,75,370,0,9604
Nosepass,Rock,30,45,135,30,240,Thwackey,Grass,70,85,70,80,260,0,9605
Skitty,Normal,50,45,45,50,190,Torterra,Grass,95,109,105,56,320,0,9606
Delcatty,Normal,70,65,65,90,290,Treecko,Grass,40,45,35,70,125,1,9607
Sableye,Dark,50,75,75,50,250,Tropius,Grass,99,68,83,51,226,1,9608
Mega Sableye,Dark,50,85,125,20,280,Tsareena,Grass,72,120,98,72,277,1,9609
Mawile,Steel,50,85,85,50,270,Turtwig,Grass,55,68,64,31,133,1,9610
Mega Mawile,Steel,50,105,125,50,330,Venusaur,Grass,80,82,83,80,220,1,9611
Aron,Steel,50,70,100,30,250,Victreebel,Grass,80,105,65,70,250,0,9612
Lairon,Steel,60,90,140,40,330,Vileplume,Grass,75,80,85,50,200,1,9613
Aggron,Steel,70,110,180,50,410,Virizion,Grass,91,90,72,108,251,1,9614
Mega Aggron,Steel,70,140,230,50,490,Weepinbell,Grass,65,90,50,55,120,1,9615
Meditite,Fighting,30,40,55,60,185,Whimsicott,Grass,60,67,85,116,288,0,9616
Medicham,Fighting,60,60,75,80,275,Abomasnow,Grass,90,92,75,60,257,1,9617
Mega Medicham,Fighting,60,100,85,100,345,Alolan Exeggutor,Grass,95,105,85,45,130,1,9618
Electrike,Electric,40,45,40,65,190,Amoonguss,Grass,114,85,70,30,276.5,0,9619
Manectric,Electric,70,75,60,105,310,Appletun,Grass,110,85,80,30,286.25,1,9620
Mega Manectric,Electric,70,75,80,135,360,Applin,Grass,40,40,80,20,161.25,1,9621
Plusle,Electric,60,50,40,95,245,Bayleef,Grass,60,62,80,60,237,1,9622
Minun,Electric,60,40,50,95,245,Bellossom,Grass,75,80,95,50,280,0,9623
Volbeat,Bug,65,73,75,85,298,Bellsprout,Grass,50,75,35,40,127,1,9624
Illumise,Bug,65,47,75,85,272,Bounsweet,Grass,42,30,38,32,48,1,9625
Roselia,Grass,50,60,45,65,220,Breloom,Grass,60,130,80,70,310,0,9626
Gulpin,Poison,70,43,53,40,206,Budew,Grass,40,30,35,55,117,1,9627
Swalot,Poison,100,73,83,55,311,Bulbasaur,Grass,45,49,49,45,115,1,9628
Carvanha,Water,45,90,20,65,220,Cacnea,Grass,50,85,40,35,165,1,9629
Sharpedo,Water,70,120,40,95,325,Cacturne,Grass,70,115,60,55,240,1,9630
Mega Sharpedo,Water,70,140,70,105,385,Carnivine,Grass,74,100,72,46,222,1,9631
Wailmer,Water,130,70,35,60,295,Cherrim,Grass,70,60,70,85,250,1,9632
Wailord,Water,170,90,45,60,365,Cherubi,Grass,45,35,45,35,115,1,9633
Numel,Fire,60,60,40,35,195,Chesnaught,Grass,88,107,122,64,261,0,9634
Camerupt,Fire,70,100,70,40,280,Chespin,Grass,56,61,65,38,20,1,9635
Mega Camerupt,Fire,70,120,100,20,310,Chikorita,Grass,45,49,65,45,-36,1,9636
Torkoal,Fire,70,85,140,20,315,Cottonee,Grass,40,27,60,66,23,1,9637
Spoink,Psychic,60,25,35,60,180,Dartrix,Grass,78,75,75,52,255,0,9638
Grumpig,Psychic,80,45,65,80,270,Decidueye,Grass,78,107,75,70,285,0,9639
Spinda,Normal,60,60,60,60,240,Eldegoss,Grass,60,50,90,60,200,1,9640
Trapinch,Ground,45,100,45,10,200,Exeggcute,Grass,60,40,80,40,170,1,9641
Vibrava,Ground,50,70,50,70,240,Exeggutor,Grass,95,95,85,55,295,0,9642
Flygon,Ground,80,100,80,100,360,Ferroseed,Grass,44,50,91,10,95,1,9643
Cacnea,Grass,50,85,40,35,210,Ferrothorn,Grass,74,94,131,20,297.75,0,9644
Cacturne,Grass,70,115,60,55,300,Flapple,Grass,70,110,80,70,301.25,0,9645
Swablu,Normal,45,40,60,50,195,Fomantis,Grass,40,55,35,35,125,1,9646
Altaria,Dragon,75,70,90,80,315,Foongus,Grass,69,55,45,15,114,1,9647
Mega Altaria,Dragon,75,110,110,80,375,Gloom,Grass,60,65,70,40,125,1,9648
Zangoose,Normal,73,115,60,90,338,Gogoat,Grass,123,100,62,68,238,1,9649
Seviper,Poison,73,100,60,65,298,Gossifleur,Grass,40,40,60,10,-50,1,9650
Lunatone,Rock,90,55,65,70,280,Grookey,Grass,50,65,50,65,175,1,9651
Solrock,Rock,90,95,85,70,340,Grotle,Grass,75,89,85,36,190,1,9652
Barboach,Water,50,48,43,60,201,Grovyle,Grass,50,65,45,95,231,0,9653
Whiscash,Water,110,78,73,60,321,Hoppip,Grass,35,35,40,50,121,1,9654
Corphish,Water,43,80,65,35,223,Ivysaur,Grass,60,62,63,60,205,1,9655
Crawdaunt,Water,63,120,85,55,323,Jumpluff,Grass,75,55,70,110,250,1,9656
Baltoy,Ground,40,40,55,55,190,Kartana,Grass,59,181,131,109,440,0,9657
Claydol,Ground,60,70,105,75,310,Leafeon,Grass,65,110,130,95,365,0,9658
Lileep,Rock,66,41,77,23,207,Lilligant,Grass,70,60,75,90,254,0,9659
Cradily,Rock,86,81,97,43,307,Lurantis,Grass,70,105,90,45,229,1,9660
Anorith,Rock,45,95,50,75,265,Maractus,Grass,75,86,67,60,193,1,9661
Armaldo,Rock,75,125,100,45,345,Mega Abomasnow,Grass,90,132,105,30,107,1,9662
Feebas,Water,20,15,20,80,135,Mega Sceptile,Grass,70,110,75,145,396.25,0,9663
Milotic,Water,95,60,79,81,315,Mega Venusaur,Grass,80,100,123,80,353,0,9664
Castform,Normal,70,70,70,70,280,Meganium,Grass,80,82,100,80,272,1,9665
Castform Sunny Form,Fire,70,70,70,70,280,Morelull,Grass,40,35,55,15,5,1,9666
Castform Rainy Form,Water,70,70,70,70,280,Nuzleaf,Grass,70,70,40,60,205,1,9667
Castform Snowy Form,Ice,70,70,70,70,280,Oddish,Grass,45,50,55,30,40,1,9668
Kecleon,Normal,60,90,70,40,260,Pansage,Grass,50,53,48,64,125,1,9669
Shuppet,Ghost,44,75,35,45,199,Petilil,Grass,45,35,50,30,85,1,9670
Banette,Ghost,64,115,65,65,309,Quilladin,Grass,61,78,95,57,176,1,9671
Mega Banette,Ghost,64,165,75,75,379,Rillaboom,Grass,100,125,90,85,235,1,9672
Duskull,Ghost,20,40,90,25,175,Roselia,Grass,50,60,45,65,180,0,9673
Dusclops,Ghost,40,70,130,25,265,Roserade,Grass,60,70,65,90,215,1,9674
Tropius,Grass,99,68,83,51,301,Rowlet,Grass,68,55,55,42,203,1,9675
Chimecho,Psychic,75,50,80,65,270,Sceptile,Grass,70,85,65,120,290,0,9676
Absol,Dark,65,130,60,75,330,Seedot,Grass,40,40,50,30,30,1,9677
Mega Absol,Dark,65,150,60,115,390,Serperior,Grass,75,75,95,113,208,1,9678
Wynaut,Psychic,95,23,48,23,189,Servine,Grass,60,60,75,83,255,0,9679
Snorunt,Ice,50,50,50,50,200,Shaymin Land Forme,Grass,100,100,100,100,300,0,9680
Glalie,Ice,80,80,80,80,320,Shaymin Sky Forme,Grass,100,103,75,127,85,1,9681
Mega Glalie,Ice,80,120,80,100,380,Shiftry,Grass,90,100,60,80,90,1,9682
Spheal,Ice,70,40,50,25,185,Shiinotic,Grass,60,45,80,30,135,1,9683
Sealeo,Ice,90,60,70,45,265,Shroomish,Grass,60,40,60,35,75,1,9684
Walrein,Ice,110,80,90,65,345,Simisage,Grass,75,98,63,101,177,1,9685
Clamperl,Water,35,64,85,32,216,Skiddo,Grass,66,65,48,52,199,1,9686
Huntail,Water,55,104,105,52,316,Skiploom,Grass,55,45,50,80,178,1,9687
Gorebyss,Water,55,84,105,52,296,Snivy,Grass,45,45,55,63,166,1,9688
Relicanth,Water,100,90,130,55,375,Snover,Grass,60,62,50,40,167,1,9689
Luvdisc,Water,43,30,55,97,225,Steenee,Grass,52,40,48,62,187,1,9690
Bagon,Dragon,45,75,60,50,230,Sunflora,Grass,75,75,55,30,160,1,9691
Shelgon,Dragon,65,95,100,50,310,Sunkern,Grass,30,30,30,30,25,1,9692
Salamence,Dragon,95,135,80,100,410,Tangela,Grass,65,55,115,60,160,1,9693
Mega Salamence,Dragon,95,145,130,120,490,Tangrowth,Grass,100,100,125,50,230,1,9694
Beldum,Steel,40,55,80,30,205,Tapu Bulu,Grass,70,130,115,75,280,0,9695
Metang,Steel,60,75,100,50,285,Thwackey,Grass,70,85,70,80,230,1,9696
Metagross,Steel,80,135,130,70,415,Torterra,Grass,95,109,105,56,230,1,9697
Mega Metagross,Steel,80,145,150,110,485,Treecko,Grass,40,45,35,70,45,1,9698
Regirock,Rock,80,100,200,50,430,Tropius,Grass,99,68,83,51,101,1,9699
Regice,Ice,80,50,100,50,280,Tsareena,Grass,72,120,98,72,262,1,9700
Registeel,Steel,80,75,150,50,355,Turtwig,Grass,55,68,64,31,143,1,9701
Latias,Dragon,80,80,90,110,360,Venusaur,Grass,80,82,83,80,245,1,9702
Mega Latias,Dragon,80,100,120,110,410,Victreebel,Grass,80,105,65,70,220,1,9703
Latios,Dragon,80,90,80,110,360,Vileplume,Grass,75,80,85,50,200,1,9704
Mega Latios,Dragon,80,130,100,110,420,Virizion,Grass,91,90,72,108,231,1,9705
Kyogre,Water,100,100,90,90,380,Weepinbell,Grass,65,90,50,55,210,1,9706
Primal Kyogre,Water,100,150,90,90,430,Whimsicott,Grass,60,67,85,116,253,1,9707
Groudon,Ground,100,150,140,90,480,Abomasnow,Grass,90,92,75,60,242,1,9708
Primal Groudon,Ground,100,180,160,90,530,Alolan Exeggutor,Grass,95,105,85,45,240,1,9709
Rayquaza,Dragon,105,150,90,95,440,Amoonguss,Grass,114,85,70,30,149,1,9710
Mega Rayquaza,Dragon,105,180,100,115,500,Appletun,Grass,110,85,80,30,-55,1,9711
Jirachi,Steel,100,100,100,100,400,Applin,Grass,40,40,80,20,80,1,9712
Deoxys Normal Forme,Psychic,50,150,50,150,400,Bayleef,Grass,60,62,80,60,112,1,9713
Deoxys Attack Forme,Psychic,50,180,20,150,400,Bellossom,Grass,75,80,95,50,120,1,9714
Deoxys Defense Forme,Psychic,50,70,160,90,370,Bellsprout,Grass,50,75,35,40,60,1,9715
Deoxys Speed Forme,Psychic,50,95,90,180,415,Bounsweet,Grass,42,30,38,32,47,1,9716
Turtwig,Grass,55,68,64,31,218,Breloom,Grass,60,130,80,70,306,0,9717
Grotle,Grass,75,89,85,36,285,Budew,Grass,40,30,35,55,137.75,1,9718
Torterra,Grass,95,109,105,56,365,Bulbasaur,Grass,45,49,49,45,160.75,1,9719
Chimchar,Fire,44,58,44,61,207,Cacnea,Grass,50,85,40,35,94,1,9720
Monferno,Fire,64,78,52,81,275,Cacturne,Grass,70,115,60,55,144,1,9721
Infernape,Fire,76,104,71,108,359,Carnivine,Grass,74,100,72,46,84,1,9722
Piplup,Water,53,51,53,40,197,Cherrim,Grass,70,60,70,85,259.5,0,9723
Prinplup,Water,64,66,68,50,248,Cherubi,Grass,45,35,45,35,127,1,9724
Empoleon,Water,84,86,88,60,318,Chesnaught,Grass,88,107,122,64,338,0,9725
Starly,Normal,40,55,30,60,185,Chespin,Grass,56,61,65,38,165,1,9726
Staravia,Normal,55,75,50,80,260,Chikorita,Grass,45,49,65,45,129,1,9727
Staraptor,Normal,85,120,70,100,375,Cottonee,Grass,40,27,60,66,73,1,9728
Bidoof,Normal,59,45,40,31,175,Dartrix,Grass,78,75,75,52,235,0,9729
Bibarel,Normal,79,85,60,71,295,Decidueye,Grass,78,107,75,70,330,0,9730
Kricketot,Bug,37,25,41,25,128,Eldegoss,Grass,60,50,90,60,210,0,9731
Kricketune,Bug,77,85,51,65,278,Exeggcute,Grass,60,40,80,40,-120,1,9732
Shinx,Electric,45,65,34,45,189,Exeggutor,Grass,95,95,85,55,297.5,0,9733
Luxio,Electric,60,85,49,60,254,Ferroseed,Grass,44,50,91,10,152.5,1,9734
Luxray,Electric,80,120,79,70,349,Ferrothorn,Grass,74,94,131,20,259,1,9735
Budew,Grass,40,30,35,55,160,Flapple,Grass,70,110,80,70,322.5,0,9736
Roserade,Grass,60,70,65,90,285,Fomantis,Grass,40,55,35,35,130,1,9737
Cranidos,Rock,67,125,40,58,290,Foongus,Grass,69,55,45,15,59,1,9738
Rampardos,Rock,97,165,60,58,380,Gloom,Grass,60,65,70,40,70,1,9739
Shieldon,Rock,30,42,118,30,220,Gogoat,Grass,123,100,62,68,311,0,9740
Bastiodon,Rock,60,52,168,30,310,Gossifleur,Grass,40,40,60,10,98,1,9741
